Timestamp,Source IP,Destination IP,Protocol
2025-06-15 12:13:53,13.89.179.10,192.168.29.92,TCP
2025-06-15 12:13:53,192.168.29.92,13.89.179.10,TCP
2025-06-15 12:13:53,13.89.179.10,192.168.29.92,TCP
2025-06-15 12:13:55,192.168.29.92,13.89.179.10,TCP
2025-06-15 12:13:55,192.168.29.92,13.89.179.10,TCP
2025-06-15 12:13:55,192.168.29.92,13.89.179.10,TCP
2025-06-15 12:13:55,192.168.29.92,13.89.179.10,TCP
2025-06-15 12:13:55,192.168.29.92,13.89.179.10,TCP
2025-06-15 12:13:55,192.168.29.92,13.89.179.10,TCP
2025-06-15 12:13:55,13.89.179.10,192.168.29.92,TCP
2025-06-15 12:13:55,13.89.179.10,192.168.29.92,TCP
2025-06-15 12:13:55,13.89.179.10,192.168.29.92,TCP
2025-06-15 12:13:55,13.89.179.10,192.168.29.92,TCP
2025-06-15 12:13:55,192.168.29.92,13.89.179.10,TCP
2025-06-15 12:13:55,192.168.29.92,192.168.29.255,UDP
2025-06-15 12:27:47,192.168.1.2,192.168.1.10,TCP
2025-06-15 12:27:47,10.0.0.5,10.0.0.10,UDP
2025-06-15 12:27:47,8.8.8.8,192.168.1.1,ICMP
2025-06-15 17:44:45,20.42.73.26,192.168.29.92,TCP
2025-06-15 17:44:45,192.168.29.92,20.42.73.26,TCP
2025-06-15 17:44:45,192.168.29.92,20.42.73.26,TCP
2025-06-15 17:44:45,192.168.29.92,20.42.73.26,TCP
2025-06-15 17:44:45,20.42.73.26,192.168.29.92,TCP
2025-06-15 17:44:46,192.168.29.92,224.0.0.22,OTHER
2025-06-15 17:44:49,192.168.29.92,20.42.65.90,TCP
2025-06-15 17:44:49,192.168.29.92,20.42.65.90,TCP
2025-06-15 17:44:49,20.42.65.90,192.168.29.92,TCP
2025-06-15 17:44:49,20.42.65.90,192.168.29.92,TCP
2025-06-15 17:44:49,192.168.29.92,172.188.215.153,TCP
2025-06-15 17:44:49,192.168.29.92,224.0.0.22,OTHER
2025-06-15 17:44:49,172.188.215.153,192.168.29.92,TCP
2025-06-15 17:44:50,188.65.124.59,192.168.29.92,TCP
2025-06-15 17:44:50,192.168.29.92,188.65.124.59,TCP
2025-06-15 17:44:52,192.168.29.92,20.42.65.84,TCP
2025-06-15 17:44:52,20.42.65.84,192.168.29.92,TCP
2025-06-15 17:44:52,192.168.29.92,20.42.65.84,TCP
2025-06-15 17:44:52,192.168.29.92,20.42.65.84,TCP
2025-06-15 17:44:52,192.168.29.92,20.42.65.84,TCP
2025-06-15 17:44:52,20.42.65.84,192.168.29.92,TCP
2025-06-15 17:44:52,20.42.65.84,192.168.29.92,TCP
2025-06-15 17:44:52,192.168.29.92,20.42.65.84,TCP
2025-06-15 17:44:52,20.42.65.84,192.168.29.92,TCP
2025-06-15 17:44:52,20.42.65.84,192.168.29.92,TCP
2025-06-15 17:44:52,192.168.29.92,20.42.65.84,TCP
2025-06-15 17:44:52,192.168.29.92,20.42.65.84,TCP
2025-06-15 17:44:52,192.168.29.92,20.42.65.84,TCP
2025-06-15 17:44:52,192.168.29.92,20.42.65.84,TCP
2025-06-15 17:44:52,192.168.29.92,20.42.65.84,TCP
2025-06-15 17:44:52,192.168.29.92,20.42.65.84,TCP
2025-06-15 17:44:52,192.168.29.92,20.42.65.84,TCP
2025-06-15 17:44:52,192.168.29.92,20.42.65.84,TCP
2025-06-15 17:44:52,192.168.29.92,20.42.65.84,TCP
2025-06-15 17:44:53,20.42.65.84,192.168.29.92,TCP
2025-06-15 17:44:53,20.42.65.84,192.168.29.92,TCP
2025-06-15 17:44:53,20.42.65.84,192.168.29.92,TCP
2025-06-15 17:44:53,20.42.65.84,192.168.29.92,TCP
2025-06-15 17:44:53,20.42.65.84,192.168.29.92,TCP
2025-06-15 17:44:53,192.168.29.92,20.42.65.84,TCP
2025-06-15 17:44:53,192.168.29.92,20.42.65.84,TCP
2025-06-15 17:44:53,20.42.65.84,192.168.29.92,TCP
2025-06-15 17:44:53,192.168.29.92,20.42.65.84,TCP
2025-06-15 17:44:54,192.168.29.92,20.42.65.84,TCP
2025-06-15 17:44:54,192.168.29.92,20.42.65.84,TCP
2025-06-15 17:44:54,192.168.29.92,20.42.65.84,TCP
2025-06-15 17:44:54,192.168.29.92,20.42.65.84,TCP
2025-06-15 17:44:54,192.168.29.92,20.42.65.84,TCP
2025-06-15 17:44:54,192.168.29.92,20.42.65.84,TCP
2025-06-15 17:44:54,192.168.29.92,20.42.65.84,TCP
2025-06-15 17:44:54,192.168.29.92,20.42.65.84,TCP
2025-06-15 17:44:54,192.168.29.92,20.42.65.84,TCP
2025-06-15 17:44:54,192.168.29.92,20.42.65.84,TCP
2025-06-15 17:44:54,192.168.29.92,20.42.65.84,TCP
2025-06-15 17:44:54,20.42.65.84,192.168.29.92,TCP
2025-06-15 17:44:54,20.42.65.84,192.168.29.92,TCP
2025-06-15 17:44:54,20.42.65.84,192.168.29.92,TCP
2025-06-15 17:44:54,192.168.29.92,20.42.65.84,TCP
2025-06-15 17:44:55,188.65.124.59,192.168.29.92,TCP
2025-06-15 17:44:55,192.168.29.92,188.65.124.59,TCP
2025-06-15 17:44:56,192.168.29.92,20.42.65.84,TCP
2025-06-15 17:44:56,192.168.29.92,20.42.65.84,TCP
2025-06-15 17:44:56,192.168.29.92,20.42.65.84,TCP
2025-06-15 17:44:56,192.168.29.92,20.42.65.84,TCP
2025-06-15 17:44:56,192.168.29.92,20.42.65.84,TCP
2025-06-15 17:44:56,192.168.29.92,20.42.65.84,TCP
2025-06-15 17:44:56,20.42.65.84,192.168.29.92,TCP
2025-06-15 17:44:56,20.42.65.84,192.168.29.92,TCP
2025-06-15 17:44:56,20.42.65.84,192.168.29.92,TCP
2025-06-15 17:44:56,192.168.29.92,20.42.65.84,TCP
2025-06-15 17:44:57,192.168.29.92,13.107.5.91,TCP
2025-06-15 17:44:57,192.168.29.92,23.35.47.228,TCP
2025-06-15 17:44:58,23.35.47.228,192.168.29.92,TCP
2025-06-15 17:44:58,192.168.29.92,23.35.47.228,TCP
2025-06-15 17:44:58,13.107.5.91,192.168.29.92,TCP
2025-06-15 17:44:58,13.107.5.91,192.168.29.92,TCP
2025-06-15 17:44:58,192.168.29.92,13.107.5.91,TCP
2025-06-15 17:44:58,192.168.29.92,20.42.65.84,TCP
2025-06-15 17:44:58,192.168.29.92,20.42.65.84,TCP
2025-06-15 17:44:58,192.168.29.92,20.42.65.84,TCP
2025-06-15 17:44:58,192.168.29.92,20.42.65.84,TCP
2025-06-15 17:44:58,192.168.29.92,20.42.65.84,TCP
2025-06-15 17:44:58,192.168.29.92,20.42.65.84,TCP
2025-06-15 17:44:58,20.42.65.84,192.168.29.92,TCP
2025-06-15 17:44:58,20.42.65.84,192.168.29.92,TCP
2025-06-15 17:44:58,20.42.65.84,192.168.29.92,TCP
2025-06-15 17:44:58,192.168.29.92,20.42.65.84,TCP
2025-06-15 17:44:59,20.42.65.84,192.168.29.92,TCP
2025-06-15 17:45:00,192.168.29.92,20.42.65.84,TCP
2025-06-15 17:45:00,192.168.29.92,20.42.65.84,TCP
2025-06-15 17:45:00,192.168.29.92,20.42.65.84,TCP
2025-06-15 17:45:00,192.168.29.92,20.42.65.84,TCP
2025-06-15 17:45:00,192.168.29.92,20.42.65.84,TCP
2025-06-15 17:45:00,192.168.29.92,20.42.65.84,TCP
2025-06-15 17:45:00,192.168.29.92,20.42.65.84,TCP
2025-06-15 17:45:00,192.168.29.92,20.42.65.84,TCP
2025-06-15 17:45:01,20.42.65.84,192.168.29.92,TCP
2025-06-15 17:45:01,20.42.65.84,192.168.29.92,TCP
2025-06-15 17:45:01,20.42.65.84,192.168.29.92,TCP
2025-06-15 17:45:01,192.168.29.92,20.42.65.84,TCP
2025-06-15 17:45:01,192.168.29.1,192.168.29.92,UDP
2025-06-15 17:45:02,3.0.107.214,192.168.29.92,TCP
2025-06-15 17:45:02,192.168.29.92,3.0.107.214,TCP
2025-06-15 17:45:02,192.168.29.92,20.42.65.94,TCP
2025-06-15 17:45:02,20.42.65.94,192.168.29.92,TCP
2025-06-15 17:45:02,192.168.29.1,224.0.0.1,OTHER
2025-06-15 17:45:02,192.168.29.92,20.42.65.84,TCP
2025-06-15 17:45:02,192.168.29.92,20.42.65.84,TCP
2025-06-15 17:45:02,192.168.29.92,20.42.65.84,TCP
2025-06-15 17:45:02,192.168.29.92,20.42.65.84,TCP
2025-06-15 17:45:02,192.168.29.92,20.42.65.84,TCP
2025-06-15 17:45:02,192.168.29.92,20.42.65.84,TCP
2025-06-15 17:45:02,192.168.29.92,20.42.65.84,TCP
2025-06-15 17:45:02,192.168.29.92,20.42.65.84,TCP
2025-06-15 17:45:02,192.168.29.92,20.42.65.84,TCP
2025-06-15 17:45:02,192.168.29.92,20.42.65.84,TCP
2025-06-15 17:45:02,192.168.29.92,20.42.65.84,TCP
2025-06-15 17:45:03,20.42.65.84,192.168.29.92,TCP
2025-06-15 17:45:03,20.42.65.84,192.168.29.92,TCP
2025-06-15 17:45:03,20.42.65.84,192.168.29.92,TCP
2025-06-15 17:45:03,20.42.65.84,192.168.29.92,TCP
2025-06-15 17:45:03,20.42.65.84,192.168.29.92,TCP
2025-06-15 17:45:03,67.199.150.87,192.168.29.92,TCP
2025-06-15 17:45:03,67.199.150.87,192.168.29.92,TCP
2025-06-15 17:45:03,192.168.29.92,67.199.150.87,TCP
2025-06-15 17:45:03,192.168.29.92,67.199.150.87,TCP
2025-06-15 17:45:03,67.199.150.87,192.168.29.92,TCP
2025-06-15 17:45:03,192.168.29.92,224.0.0.22,OTHER
2025-06-15 17:45:04,20.42.65.84,192.168.29.92,TCP
2025-06-15 17:45:04,192.168.29.92,20.42.65.84,TCP
2025-06-15 17:45:04,20.42.65.84,192.168.29.92,TCP
2025-06-15 17:45:05,192.168.29.92,20.42.65.84,TCP
2025-06-15 17:45:05,192.168.29.92,20.42.65.84,TCP
2025-06-15 17:45:05,192.168.29.92,20.42.65.84,TCP
2025-06-15 17:45:05,192.168.29.92,20.42.65.84,TCP
2025-06-15 17:45:05,192.168.29.92,20.42.65.84,TCP
2025-06-15 17:45:05,192.168.29.92,20.42.65.84,TCP
2025-06-15 17:45:05,192.168.29.92,20.42.65.84,TCP
2025-06-15 17:45:05,192.168.29.92,20.42.65.84,TCP
2025-06-15 17:45:05,192.168.29.92,20.42.65.84,TCP
2025-06-15 17:45:05,192.168.29.92,20.42.65.84,TCP
2025-06-15 17:45:05,192.168.29.92,20.42.65.84,TCP
2025-06-15 17:45:05,20.42.65.84,192.168.29.92,TCP
2025-06-15 17:45:05,20.42.65.84,192.168.29.92,TCP
2025-06-15 17:45:05,20.42.65.84,192.168.29.92,TCP
2025-06-15 17:45:05,20.42.65.84,192.168.29.92,TCP
2025-06-15 17:45:05,20.42.65.84,192.168.29.92,TCP
2025-06-15 17:45:05,20.42.65.84,192.168.29.92,TCP
2025-06-15 17:45:05,192.168.29.92,20.42.65.84,TCP
2025-06-15 17:45:05,20.42.65.84,192.168.29.92,TCP
2025-06-15 17:45:05,192.168.29.92,20.42.65.84,TCP
2025-06-15 17:45:06,192.168.29.92,20.189.173.17,TCP
2025-06-15 17:45:06,192.168.29.92,224.0.0.22,OTHER
2025-06-15 17:45:06,20.189.173.17,192.168.29.92,TCP
2025-06-15 17:45:55,192.168.1.2,192.168.1.10,TCP
2025-06-15 17:45:55,10.0.0.5,10.0.0.10,UDP
2025-06-15 17:45:55,8.8.8.8,192.168.1.1,ICMP
2025-06-15 17:48:54,188.65.124.59,192.168.29.92,TCP
2025-06-15 17:48:54,192.168.29.92,188.65.124.59,TCP
2025-06-15 17:48:57,192.168.29.92,104.208.16.92,TCP
2025-06-15 17:48:57,192.168.29.92,104.208.16.92,TCP
2025-06-15 17:48:57,104.208.16.92,192.168.29.92,TCP
2025-06-15 17:48:57,192.168.29.92,104.208.16.92,TCP
2025-06-15 17:48:57,192.168.29.92,104.208.16.92,TCP
2025-06-15 17:48:57,192.168.29.92,104.208.16.92,TCP
2025-06-15 17:48:57,104.208.16.92,192.168.29.92,TCP
2025-06-15 17:48:57,192.168.29.92,104.208.16.92,TCP
2025-06-15 17:48:57,192.168.29.92,104.208.16.92,TCP
2025-06-15 17:48:57,192.168.29.92,104.208.16.92,TCP
2025-06-15 17:48:57,104.208.16.92,192.168.29.92,TCP
2025-06-15 17:48:57,104.208.16.92,192.168.29.92,TCP
2025-06-15 17:48:57,192.168.29.92,104.208.16.92,TCP
2025-06-15 17:48:58,104.208.16.92,192.168.29.92,TCP
2025-06-15 17:48:58,104.208.16.92,192.168.29.92,TCP
2025-06-15 17:48:58,104.208.16.92,192.168.29.92,TCP
2025-06-15 17:48:58,104.208.16.92,192.168.29.92,TCP
2025-06-15 17:48:58,192.168.29.92,104.208.16.92,TCP
2025-06-15 17:48:58,192.168.29.92,104.208.16.92,TCP
2025-06-15 17:48:58,192.168.29.92,104.208.16.92,TCP
2025-06-15 17:48:58,192.168.29.92,104.208.16.92,TCP
2025-06-15 17:48:58,192.168.29.92,104.208.16.92,TCP
2025-06-15 17:48:58,192.168.29.92,104.208.16.92,TCP
2025-06-15 17:48:58,192.168.29.92,104.208.16.92,TCP
2025-06-15 17:48:58,104.208.16.92,192.168.29.92,TCP
2025-06-15 17:48:58,104.208.16.92,192.168.29.92,TCP
2025-06-15 17:48:58,104.208.16.92,192.168.29.92,TCP
2025-06-15 17:48:58,104.208.16.92,192.168.29.92,TCP
2025-06-15 17:48:58,192.168.29.92,104.208.16.92,TCP
2025-06-15 17:48:58,192.168.29.92,104.208.16.92,TCP
2025-06-15 17:48:58,104.208.16.92,192.168.29.92,TCP
2025-06-15 17:48:58,104.208.16.92,192.168.29.92,TCP
2025-06-15 17:48:58,192.168.29.92,104.208.16.92,TCP
2025-06-15 17:48:58,104.208.16.92,192.168.29.92,TCP
2025-06-15 17:48:58,104.208.16.92,192.168.29.92,TCP
2025-06-15 17:48:58,192.168.29.92,104.208.16.92,TCP
2025-06-15 17:48:58,104.208.16.92,192.168.29.92,TCP
2025-06-15 17:48:58,192.168.29.92,104.208.16.92,TCP
2025-06-15 17:48:58,104.208.16.92,192.168.29.92,TCP
2025-06-15 17:48:58,104.208.16.92,192.168.29.92,TCP
2025-06-15 17:48:58,104.208.16.92,192.168.29.92,TCP
2025-06-15 17:48:58,192.168.29.92,104.208.16.92,TCP
2025-06-15 17:48:58,192.168.29.92,104.208.16.92,TCP
2025-06-15 17:48:59,192.168.29.92,104.208.16.92,TCP
2025-06-15 17:48:59,192.168.29.92,104.208.16.92,TCP
2025-06-15 17:48:59,192.168.29.92,104.208.16.92,TCP
2025-06-15 17:48:59,192.168.29.92,104.208.16.92,TCP
2025-06-15 17:48:59,192.168.29.92,104.208.16.92,TCP
2025-06-15 17:48:59,192.168.29.92,104.208.16.92,TCP
2025-06-15 17:48:59,192.168.29.92,104.208.16.92,TCP
2025-06-15 17:48:59,192.168.29.92,104.208.16.92,TCP
2025-06-15 17:48:59,192.168.29.92,104.208.16.92,TCP
2025-06-15 17:48:59,192.168.29.92,104.208.16.92,TCP
2025-06-15 17:48:59,192.168.29.92,104.208.16.92,TCP
2025-06-15 17:48:59,104.208.16.92,192.168.29.92,TCP
2025-06-15 17:48:59,104.208.16.92,192.168.29.92,TCP
2025-06-15 17:48:59,104.208.16.92,192.168.29.92,TCP
2025-06-15 17:48:59,104.208.16.92,192.168.29.92,TCP
2025-06-15 17:48:59,192.168.29.92,104.208.16.92,TCP
2025-06-15 17:50:45,104.208.16.92,192.168.29.92,TCP
2025-06-15 17:50:45,104.208.16.92,192.168.29.92,TCP
2025-06-15 17:50:45,192.168.29.92,104.208.16.92,TCP
2025-06-15 17:50:45,104.208.16.92,192.168.29.92,TCP
2025-06-15 17:50:45,192.168.29.92,104.208.16.92,TCP
2025-06-15 17:50:45,192.168.29.92,104.208.16.92,TCP
2025-06-15 17:50:45,192.168.29.92,104.208.16.92,TCP
2025-06-15 17:50:45,104.208.16.92,192.168.29.92,TCP
2025-06-15 17:50:47,192.168.29.92,104.208.16.92,TCP
2025-06-15 17:50:47,192.168.29.92,104.208.16.92,TCP
2025-06-15 17:50:47,192.168.29.92,104.208.16.92,TCP
2025-06-15 17:50:47,192.168.29.92,104.208.16.92,TCP
2025-06-15 17:50:47,192.168.29.92,104.208.16.92,TCP
2025-06-15 17:50:47,192.168.29.92,104.208.16.92,TCP
2025-06-15 17:50:47,192.168.29.92,104.208.16.92,TCP
2025-06-15 17:50:47,104.208.16.92,192.168.29.92,TCP
2025-06-15 17:50:47,104.208.16.92,192.168.29.92,TCP
2025-06-15 17:50:47,104.208.16.92,192.168.29.92,TCP
2025-06-15 17:50:47,104.208.16.92,192.168.29.92,TCP
2025-06-15 17:50:47,104.208.16.92,192.168.29.92,TCP
2025-06-15 17:50:47,192.168.29.92,104.208.16.92,TCP
2025-06-15 17:50:48,104.208.16.92,192.168.29.92,TCP
2025-06-15 17:50:48,192.168.29.92,104.208.16.92,TCP
2025-06-15 17:50:48,104.208.16.92,192.168.29.92,TCP
2025-06-15 17:50:49,192.168.29.92,104.208.16.92,TCP
2025-06-15 17:50:49,192.168.29.92,104.208.16.92,TCP
2025-06-15 17:50:49,192.168.29.92,104.208.16.92,TCP
2025-06-15 17:50:49,192.168.29.92,104.208.16.92,TCP
2025-06-15 17:50:49,192.168.29.92,104.208.16.92,TCP
2025-06-15 17:50:49,192.168.29.92,104.208.16.92,TCP
2025-06-15 17:50:49,192.168.29.92,104.208.16.92,TCP
2025-06-15 17:50:49,192.168.29.92,104.208.16.92,TCP
2025-06-15 17:50:49,192.168.29.92,104.208.16.92,TCP
2025-06-15 17:50:49,192.168.29.92,104.208.16.92,TCP
2025-06-15 17:50:49,192.168.29.92,104.208.16.92,TCP
2025-06-15 17:50:49,104.208.16.92,192.168.29.92,TCP
2025-06-15 17:50:49,104.208.16.92,192.168.29.92,TCP
2025-06-15 17:50:49,104.208.16.92,192.168.29.92,TCP
2025-06-15 17:50:49,104.208.16.92,192.168.29.92,TCP
2025-06-15 17:50:49,188.65.124.59,192.168.29.92,TCP
2025-06-15 17:50:49,192.168.29.92,188.65.124.59,TCP
2025-06-15 17:50:49,192.168.29.92,104.208.16.92,TCP
2025-06-15 17:50:50,192.168.29.92,224.0.0.22,OTHER
2025-06-15 17:50:51,192.168.29.92,224.0.0.22,OTHER
2025-06-15 17:50:51,192.168.29.92,104.208.16.92,TCP
2025-06-15 17:50:51,192.168.29.92,104.208.16.92,TCP
2025-06-15 17:50:51,192.168.29.92,104.208.16.92,TCP
2025-06-15 17:50:51,192.168.29.92,104.208.16.92,TCP
2025-06-15 17:50:51,192.168.29.92,104.208.16.92,TCP
2025-06-15 17:50:51,192.168.29.92,104.208.16.92,TCP
